gene_set_source,gene_set_label,gene_set_type,gene_set_size,within_species_meanAUROC,cross_species_meanAUROC
HGNC,EMAP like,Other,6,0.676838596,0.658012281
HGNC,Mitochondrial intermembrane space bridging complex ,Other,7,0.57102807,0.558319298
HGNC,Endoribonucleases,Other,18,0.64745614,0.633578947
HGNC,MicroRNA host genes,Other,743,0.989585965,0.98615614
HGNC,MicroRNA protein coding host genes,Other,743,0.989585965,0.98615614
HGNC,Macro domain containing,Other,7,0.593084211,0.584621053
HGNC,Ribosomal biogenesis factors,Other,87,0.686719298,0.665161404
HGNC,Stomatin family,Other,5,0.560568421,0.5589
HGNC,Interferon regulatory factors ,Other,8,0.545459649,0.533498246
HGNC,General transcription factor IIH complex subunits,Other,10,0.605185965,0.585559649
HGNC,General transcription factor IIIC complex subunits,Other,5,0.531701754,0.531954386
HGNC,Depalmitoylases,Other,6,0.564849123,0.559766667
HGNC,FA core complex,Other,7,0.589649123,0.573380702
HGNC,IPT domain containing,Other,28,0.806547368,0.793245614
HGNC,B-WICH chromatin-remodelling complex subunits,Other,7,0.577747368,0.568517544
HGNC,SCAR/WAVE complex,Other,6,0.683014035,0.672998246
HGNC,Diphthamide biosynthesis pathway genes,Other,7,0.572624561,0.562291228
HGNC,Histidine triad superfamily,Other,7,0.569466667,0.564612281
HGNC,ELMO domain containing,Other,5,0.640119298,0.619505263
HGNC,Family with sequence similarity 83 ,Other,8,0.594773852,0.593031579
HGNC,KCTD family,Other,18,0.791385965,0.762235088
HGNC,Ectonucleotide pyrophosphatase/phosphodiesterase family,Other,7,0.652252632,0.632324561
HGNC,Ectonucleoside triphosphate diphosphohydrolase family,Other,6,0.627863158,0.624087719
HGNC,Pentatricopeptide repeat containing,Other,5,0.532333333,0.526335088
HGNC,B7 family,Other,9,0.587547368,0.572722807
HGNC,SLIT and NTRK like family,Other,6,0.675515789,0.658608772
HGNC,Thioesterase superfamily,Other,11,0.619585965,0.609938596
HGNC,Small nucleolar RNA protein coding host genes,Other,120,0.8498,0.827263158
HGNC,Small nucleolar RNA host genes,Other,120,0.8498,0.827263158
HGNC,Inter-alpha-trypsin inhibitor heavy chains,Other,6,0.570108772,0.556354386
HGNC,Mitochondrial iron-sulfur assembly components,Other,10,0.588698246,0.579940351
HGNC,Iron-sulfur assembly components,Other,13,0.595207018,0.584766667
HGNC,Nectins and nectin-like molecules,Other,5,0.607389474,0.596357895
HGNC,Tim17 family,Other,8,0.562087719,0.557559649
HGNC,NCoR/SMRT transcriptional repression complex subunits,Other,6,0.634901754,0.620963158
HGNC,Signal recognition particle,Other,6,0.547796491,0.536335088
HGNC,General transcription factor IID complex subunits ,Other,14,0.571031579,0.564085965
HGNC,Thioredoxin domain containing ,Other,14,0.632164912,0.616652632
HGNC,HECT and RLD domain containing E3 ubiquitin protein ligases,Other,6,0.607982456,0.593922807
HGNC,Fibroblast growth factor family,Other,16,0.706182456,0.681321053
HGNC,Glycoprotein hormone subunits,Other,5,0.569210332,0.564524911
HGNC,Neuropeptides,Signaling,47,0.841449123,0.830973684
HGNC,Contactins,Cell Adhesion,6,0.822189474,0.796747368
HGNC,Lysosome associated membrane proteins,Other,5,0.622740351,0.615882456
HGNC,ER membrane protein complex subunits,Other,8,0.554550877,0.548808772
HGNC,COPI coat complex,Other,9,0.572687719,0.5558
HGNC,AH domain containing,Other,5,0.589712281,0.5798
HGNC,AH/BAR family Rho GTPase activating proteins,Other,11,0.815035088,0.788584211
HGNC,Prolyl 3-hydroxylase family,Other,5,0.609403509,0.592075439
HGNC,Isocitrate dehydrogenases,Other,5,0.572821053,0.561978947
HGNC,Peptidase family A1,Other,6,0.59017193,0.585082456
HGNC,Transforming growth factor beta superfamily,Other,24,0.73594386,0.711694737
HGNC,Sec7 family,Other,16,0.771091228,0.751849123
HGNC,Heterogeneous nuclear ribonucleoproteins,Other,24,0.628484211,0.612584211
HGNC,Glycosylphosphatidylinositol transamidase complex,Other,5,0.554305263,0.549561404
HGNC,Rho guanine nucleotide exchange factors,Other,79,0.957866667,0.942582456
HGNC,HECT domain containing,Other,27,0.849792982,0.828673684
HGNC,COPII coat complex,Other,11,0.676961404,0.671652632
HGNC,Protein coat complexes,Other,47,0.781431579,0.76474386
HGNC,SURF complex,Other,6,0.538477193,0.531703509
HGNC,DECID complex,Other,9,0.562473684,0.550875439
HGNC,Steroid 5-alpha reductase family,Other,5,0.57017193,0.558585965
HGNC,SUN family,Other,5,0.562887719,0.560750877
HGNC,CREB3 transcription factor family,Other,5,0.61142807,0.596189474
HGNC,IFT-A complex,Other,5,0.572522807,0.561603509
HGNC,IFT-B complex,Other,14,0.642094737,0.621331579
HGNC,IFT-B1 complex,Other,9,0.588070175,0.569849123
HGNC,IFT-B2 complex,Other,5,0.599785965,0.587949123
HGNC,Large subunit mitochondrial ribosomal proteins,Other,45,0.605575439,0.585184211
HGNC,Small subunit mitochondrial ribosomal proteins,Other,20,0.583540351,0.575008772
HGNC,minichromosome maintenance 2-7 complex,Other,6,0.555540351,0.5532
HGNC,CMG helicase complex,Other,9,0.563954386,0.558778947
HGNC,Linker of nucleoskeleton and cytoskeleton complex subunits,Other,9,0.592621053,0.580845614
HGNC,Formins,Other,14,0.831340351,0.799992982
HGNC,Type II transmembrane serine proteases,Other,18,0.615175439,0.597961404
HGNC,Dynein 1 complex subunits,Other,9,0.619740351,0.606882456
HGNC,Dynein 2 complex subunits,Other,7,0.594719298,0.580526316
HGNC,"Dyneins, axonemal outer arm complex subunits",Other,13,0.63422807,0.618484211
HGNC,"Dyneins, axonemal inner arm I1/f complex subunits",Other,9,0.656196491,0.641845614
HGNC,Radical S-adenosylmethionine domain containing,Other,7,0.584884211,0.575257895
HGNC,"Myosin light chains, class 1",Other,5,0.534978947,0.529115789
HGNC,CREC family,Other,5,0.585824561,0.580640351
HGNC,U11 small nuclear ribonucleoprotein,Other,12,0.595249123,0.58975614
HGNC,Axonemal radial spoke subunits ,Other,6,0.567207018,0.556575439
HGNC,7TM proteins,Other,285,0.974217544,0.965417544
HGNC,7BS protein lysine methyltransferases,Other,5,0.574470175,0.570973684
HGNC,7BS protein arginine methyltranferases,Other,9,0.650407018,0.638
HGNC,7BS protein methyltransferases,Other,21,0.695933333,0.679478947
HGNC,7BS DNA/RNA methyltransferases,Other,50,0.686168421,0.656733333
HGNC,7BS C5-cytosine DNA/RNA methyltransferases,Other,11,0.617438596,0.607859649
HGNC,7BS N6-adenosine DNA/RNA methyltransferases,Other,10,0.576301754,0.556161404
HGNC,7BS 2'O-ribose DNA/RNA methyltransferases,Other,7,0.54654386,0.543480702
HGNC,7BS small molecule methyltransferases,Other,14,0.6204,0.604163158
HGNC,SWI/SNF related BAF chromatin remodeling complexes,Other,27,0.855192982,0.849096491
HGNC,Peptidase family A22,Other,7,0.56782807,0.561029825
HGNC,Class I HDAC complexes,Other,24,0.726445614,0.71037193
HGNC,Metallopeptidases,Other,73,0.922084211,0.897812281
HGNC,Peptidase family C1,Other,16,0.627259649,0.612729825
HGNC,Glyoxalase domain containing family,Other,6,0.534312281,0.530875439
