File_name	Sample_ID	Program	Sub-program	Lab	Species	Modality	Technique	Subspecimen_type	Data_type	File_type	Access	Checksum	Anatomical_site	Counts_pipeline	Read_aligner	Genome_build	Gene_set_release	BCDC_Project	BCDC_collection	CA_usage	CA_IC_id	CA_donor	CA_tissue_provider	Contact_email	Aspera_user	Aspera_dir	Validated_nemo_dir	component_identifier	Nemo_checksum	Nemo_file_name	Released_URL	Identifier
NW_TX0024-9_S01_L003_R1_001.fastq.gz	L8TX_191126_01_H01	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	0487994840d088f9272685aa73edb95a	MTG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_MTG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-a5urko1	0487994840d088f9272685aa73edb95a	NW_TX0024-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0024-9_S01_L003-001.fastq.tar	nemo:seq-i4x784g
NW_TX0024-12_S01_L003_R1_001.fastq.gz	L8TX_191126_02_G02	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	1ad3f339eddbd7f61c186e4190d3e051	MTG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_MTG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-4m061f5	1ad3f339eddbd7f61c186e4190d3e051	NW_TX0024-12_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0024-12_S01_L003-001.fastq.tar	nemo:seq-4rgy4x4
NW_TX0024-13_S01_L003_R1_001.fastq.gz	L8TX_191126_02_H02	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	3f4b843410c0b4b739d4f967499683ef	MTG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_MTG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-hiwv7i5	3f4b843410c0b4b739d4f967499683ef	NW_TX0024-13_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0024-13_S01_L003-001.fastq.tar	nemo:seq-ej7u3df
NW_TX0035-8_S01_L003_R1_001.fastq.gz	L8TX_200220_01_C08	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	c06962d9c35bea6ecf057b4d78380351	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-cgszry9	c06962d9c35bea6ecf057b4d78380351	NW_TX0035-8_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-8_S01_L003-001.fastq.tar	nemo:seq-aih1uy7
NW_TX0035-9_S01_L003_R1_001.fastq.gz	L8TX_200220_01_D08	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2fb049dd49a8e1069e3a59cd1e9d1311	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-mper1au	2fb049dd49a8e1069e3a59cd1e9d1311	NW_TX0035-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-9_S01_L003-001.fastq.tar	nemo:seq-uxnad7y
NW_TX0035-10_S01_L003_R1_001.fastq.gz	L8TX_200220_01_E07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	44e3153d26d6364f0e62e791ac0c324f	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-zzp49j5	44e3153d26d6364f0e62e791ac0c324f	NW_TX0035-10_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-10_S01_L003-001.fastq.tar	nemo:seq-g5zkcgw
NW_TX0035-11_S01_L003_R1_001.fastq.gz	L8TX_200220_01_E08	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	34c7245f45cb71d112c68cf42a60cf02	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-nkoi79b	34c7245f45cb71d112c68cf42a60cf02	NW_TX0035-11_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-11_S01_L003-001.fastq.tar	nemo:seq-46115ah
NW_TX0033-11_S01_L003_R1_001.fastq.gz	L8TX_200213_01_F05	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	bf2af8140104fab1e4e7e8e951f49562	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-7e3bvtg	bf2af8140104fab1e4e7e8e951f49562	NW_TX0033-11_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-11_S01_L003-001.fastq.tar	nemo:seq-jhs27tx
NW_TX0033-12_S01_L003_R1_001.fastq.gz	L8TX_200213_01_A07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	7dd8e7d675cbfd144f0d9d024061f195	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-93oo0ef	7dd8e7d675cbfd144f0d9d024061f195	NW_TX0033-12_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-12_S01_L003-001.fastq.tar	nemo:seq-fwr8awn
NW_TX0033-13_S01_L003_R1_001.fastq.gz	L8TX_200213_01_D06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	1fe55d1bb0a62ed7ea48d0859d9466a6	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-pqt7sne	1fe55d1bb0a62ed7ea48d0859d9466a6	NW_TX0033-13_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-13_S01_L003-001.fastq.tar	nemo:seq-s52aui1
NW_TX0033-14_S01_L003_R1_001.fastq.gz	L8TX_200213_01_B07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	17cea4c44555710cbc803d773df4848f	V1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_V1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.001	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-za938r9	17cea4c44555710cbc803d773df4848f	NW_TX0033-14_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-14_S01_L003-001.fastq.tar	nemo:seq-uepz4zm
NW_TX0038-2_S01_L003_R1_001.fastq.gz	L8TX_200310_01_D01	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	f35ec99de78dc2685f1650db2c48ca95	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-udipwex	f35ec99de78dc2685f1650db2c48ca95	NW_TX0038-2_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0038-2_S01_L003-001.fastq.tar	nemo:seq-ydcmznq
NW_TX0038-1_S01_L003_R1_001.fastq.gz	L8TX_200310_01_C01	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	32f5cd0095b54d6e5933d3699aba8a4b	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-73yr7dg	32f5cd0095b54d6e5933d3699aba8a4b	NW_TX0038-1_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0038-1_S01_L003-001.fastq.tar	nemo:seq-rf91viy
NW_TX0039-6_S01_L003_R1_001.fastq.gz	L8TX_200227_01_E09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	d5f0cf82027ff1fe066d745263097d16	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-hajow9s	d5f0cf82027ff1fe066d745263097d16	NW_TX0039-6_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-6_S01_L003-001.fastq.tar	nemo:seq-t9sjibs
NW_TX0039-9_S01_L003_R1_001.fastq.gz	L8TX_200227_01_H09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	927114dea8eae8f33f8f65d663f12e13	A1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_A1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-uwbvivp	927114dea8eae8f33f8f65d663f12e13	NW_TX0039-9_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-9_S01_L003-001.fastq.tar	nemo:seq-uethsd2
NW_TX0033-3_S01_L003_R1_001.fastq.gz	L8TX_200213_01_H05	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	4dca99044a624e59a1a12e7ff5c66723	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ywqk0kg	4dca99044a624e59a1a12e7ff5c66723	NW_TX0033-3_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-3_S01_L003-001.fastq.tar	nemo:seq-zk6im4b
NW_TX0035-12_S01_L003_R1_001.fastq.gz	L8TX_200220_01_F08	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2426908093a957685d16736c8197f9ce	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ixvpfhw	2426908093a957685d16736c8197f9ce	NW_TX0035-12_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-12_S01_L003-001.fastq.tar	nemo:seq-c6weez9
NW_TX0035-13_S01_L003_R1_001.fastq.gz	L8TX_200220_01_F07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	41c041e6942b7698fa232816f2090024	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-0t55hpo	41c041e6942b7698fa232816f2090024	NW_TX0035-13_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0035-13_S01_L003-001.fastq.tar	nemo:seq-e7eemkh
NW_TX0033-4_S01_L003_R1_001.fastq.gz	L8TX_200213_01_A06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	591fa129a5f05ec45abbe707db323bc0	ACC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ACC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-7tmqitp	591fa129a5f05ec45abbe707db323bc0	NW_TX0033-4_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-4_S01_L003-001.fastq.tar	nemo:seq-wxxoyz3
SM-K6L22-3_S01_L003_R1_001.fastq.gz	L8TX_200716_01_F07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	9b9ca7745e1cc355801927747790b72f	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-4d1vtu1	9b9ca7745e1cc355801927747790b72f	SM-K6L22-3_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L22-3_S01_L003-001.fastq.tar	nemo:seq-ot2jn3x
SM-K6L22-4_S01_L003_R1_001.fastq.gz	L8TX_200716_01_G07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	4861f9ac34aa512f84f9ee4a27c0230d	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-z8y4r49	4861f9ac34aa512f84f9ee4a27c0230d	SM-K6L22-4_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L22-4_S01_L003-001.fastq.tar	nemo:seq-jepdtt5
SM-K6L23-8_S01_L003_R1_001.fastq.gz	L8TX_200709_01_H03	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	58d9822bb0e109addda59610c65fccd0	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-kb9xm7s	58d9822bb0e109addda59610c65fccd0	SM-K6L23-8_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L23-8_S01_L003-001.fastq.tar	nemo:seq-67ishqb
SM-K6L24-1_S01_L003_R1_001.fastq.gz	L8TX_200716_01_H07	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	dcf7398615ef4e14b2ede3d09d274fac	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-kcrztrs	dcf7398615ef4e14b2ede3d09d274fac	SM-K6L24-1_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L24-1_S01_L003-001.fastq.tar	nemo:seq-hbhp89y
SM-K6L24-5_S01_L003_R1_001.fastq.gz	L8TX_200723_01_D11	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	36927a7d72ce4ed310792c96f63936c0	AnG					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_ANG		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-m09eo4n	36927a7d72ce4ed310792c96f63936c0	SM-K6L24-5_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/SM-K6L24-5_S01_L003-001.fastq.tar	nemo:seq-p9egm3i
NW_TX0032-2_S01_L003_R1_001.fastq.gz	L8TX_200130_01_B01	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	69ef8a2f7a878633681af84ad5664a64	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-s8f04zd	69ef8a2f7a878633681af84ad5664a64	NW_TX0032-2_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0032-2_S01_L003-001.fastq.tar	nemo:seq-5uebk8n
NW_TX0033-5_S01_L003_R1_001.fastq.gz	L8TX_200213_01_C05	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	e49f8804c6d2e6e87ccdb982017d5d11	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-emgbhkm	e49f8804c6d2e6e87ccdb982017d5d11	NW_TX0033-5_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-5_S01_L003-001.fastq.tar	nemo:seq-mijyf4g
NW_TX0033-6_S01_L003_R1_001.fastq.gz	L8TX_200213_01_B06	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	24cb2818b77f19b9da74dec9a604c953	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-5mes9s1	24cb2818b77f19b9da74dec9a604c953	NW_TX0033-6_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0033-6_S01_L003-001.fastq.tar	nemo:seq-gxw1q66
NW_TX0032-3_S01_L003_R1_001.fastq.gz	L8TX_200130_01_C01	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	4d2ba45c1652a00536cdac015997da4b	DLPFC					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_DLPFC		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-qtt2ni8	4d2ba45c1652a00536cdac015997da4b	NW_TX0032-3_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0032-3_S01_L003-001.fastq.tar	nemo:seq-up2gz0w
NW_TX0039-4_S01_L003_R1_001.fastq.gz	L8TX_200227_01_C09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	5e3c72118c47034f83eb5ad395c8c2e3	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-ij99vn1	5e3c72118c47034f83eb5ad395c8c2e3	NW_TX0039-4_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-4_S01_L003-001.fastq.tar	nemo:seq-cmg2jwe
NW_TX0039-5_S01_L003_R1_001.fastq.gz	L8TX_200227_01_D09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	4c5233e4da5fbf30573034bdeac20381	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-jmo38hy	4c5233e4da5fbf30573034bdeac20381	NW_TX0039-5_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-5_S01_L003-001.fastq.tar	nemo:seq-5hyf30j
NW_TX0039-7_S01_L003_R1_001.fastq.gz	L8TX_200227_01_F09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	2789a37a43cc50e96be6732737f814ce	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-mnrpqz4	2789a37a43cc50e96be6732737f814ce	NW_TX0039-7_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-7_S01_L003-001.fastq.tar	nemo:seq-h93m7bu
NW_TX0039-8_S01_L003_R1_001.fastq.gz	L8TX_200227_01_G09	biccn	U01_lein	lein	human	transcriptome	10x Chromium 3' v3 sequencing	nuclei	raw	fastq	open	a19bc7ee26209c5085ac7d10e431d7ff	S1C					lein_human_cross-areal_10x_proj	lein_human_cross-areal_10x_S1		GDS_Extramural_Certification_U01MH114812_Hodge_Open_GRU	H19.30.002	UW/Keene	timd@alleninstitute.org	timdol.aibs	xrcjbnp	public/validated/brain/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw	nemo:sqc-avu440t	a19bc7ee26209c5085ac7d10e431d7ff	NW_TX0039-8_S01_L003_R1_001.fastq.gz	https://data.nemoarchive.org/biccn/grant/u01_lein/lein/transcriptome/sncell/10x_v3/human/raw/NW_TX0039-8_S01_L003-001.fastq.tar	nemo:seq-cyapya4
